date,job_title,company,cities,minimum,new_max
11-19,财务主管,微觉视检测技术（苏州）有限公司,上海,18,0
11-18,(Senior) Cost Accountant,赛峰飞机发动机（苏州）有限公司,异地招聘,18,0
11-18,项目财务控制(contractor),维美德（中国）有限公司,上海,18,0
10-21,数据统计分析专员（实习生）,南京百益恒安生物科技有限公司,南京,18000,24000
10-01,Marketing Manager (Shanghai/ Beijing),Orange Business Services,异地招聘,1000,0
11-20,Chemist,常熟市通和人力资源服务有限公司,上海,180000,240000
11-20,市场调研资深数据分析师,柏迩投资咨询（上海）有限公司,上海,120000,180000
11-20,ops-FP&A Associate,埃森哲信息技术（大连）有限公司,上海,72000,120000
11-19,Head of Credit Research,汇丰人寿保险有限公司,上海,0,0
11-13,技术支持顾问（考勤系统）,ADP China,上海,180000,300000
11-20,Sr.Data Analyst/资深大数据分析师_AE,博世汽车部件（苏州）有限公司,苏州,0,0
11-20,Data Analyst/数据分析,西门子工业软件(上海)有限公司(SI...,北京,0,0
11-20,Risk Data Analyst 风险数据分析师,广州尚宸企业管理顾问有限公司,广州,240000,300000
11-20,Data Analyst 数据分析师,广州尚宸企业管理顾问有限公司,广州,240000,300000
11-20,采购分析员Data Control and Process Analyst,北京埃顿酒店服务有限公司上海第二...,上海,72000,96000
11-20,数据分析师（Data Analyst）,聚思鸿信息技术服务Concentrix,西安,180000,240000
11-20,Database analyst and data administrator,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Database analyst and data administrator,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Database analyst and data administrator,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Database analyst and data administrator,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Database analyst and data administrator,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Database analyst and data administrator,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Database analyst and data administrator,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Database analyst and data administrator,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Database analyst and data administrator,广州赫尔维希亚移民留学咨询有限公...,广州,240000,480000
11-20,data analyst,广州赫尔维希亚移民留学咨询有限公...,广州,240000,480000
11-19,Data Analyst (SQL),美国道富,杭州,96000,180000
11-19,Data Quality Assurance Analyst,晨星资讯（深圳）有限公司,深圳,60000,120000
11-19,Equity Data Research Analyst/股票数据分析员,晨星资讯（深圳）有限公司,深圳,60000,84000
11-19,Marketing Data Analyst,上海利唐信息科技有限公司,上海,96000,108000
11-19,Data Management Analyst,艾昆纬企业管理咨询（上海）有限公...,北京,96000,120000
11-18,资深数据分析师 Senior Data Analyst (Mobile),上海育碧电脑软件有限公司,上海,0,0
11-18,Data Analyst (数据分析师),上海育碧电脑软件有限公司,上海,0,0
11-18,Data Analyst-AAA Game 数据分析师,上海育碧电脑软件有限公司,上海,0,0
11-18,Game data analyst 数据分析师,上海育碧电脑软件有限公司,上海,0,0
11-18,Data Engineer/ Data Analyst (Contractor),欧莱雅（中国）有限公司,上海,0,0
11-16,Junior Data Analyst 初级数据分析员(面向应届生),东风日产汽车金融有限公司,上海,0,0
11-13,Junior Data Analyst - Digital Factory - Risk Advisory - CQ GDC,德勤华永会计师事务所（特殊普通合...,重庆,0,0
11-13,Data Analyst - Digital factory - Risk Advisory - CQ GDC,德勤华永会计师事务所（特殊普通合...,重庆,0,0
11-12,Sr. Forecast & Data Analyst-102254BR,赛默飞世尔科技（中国）有限公司,北京,0,0
11-11,Regional CRM & Data Analyst 亚太区数据分析专员,卓缤科技设备（昆山）有限公司,上海,96000,180000
11-08,Big data business analyst,源讯信息技术（中国）有限公司,北京,180000,240000
11-08,Data analyst-Top科技外企,北京外企德科人力资源服务上海有限...,上海,120000,180000
11-07,500强外资药企急招Clinical Data Analyst,北京外企德科人力资源服务上海有限...,上海,120000,180000
10-31,Data Analyst--知名科技外企,北京外企德科人力资源服务上海有限...,上海,144000,240000
09-30,Data analyst-Intern,欧时电子元件（上海）有限公司,上海,180,0
11-20,"Senior Media Analyst, Greater China",Meltwater Group,上海,200000,300000
11-20,Media Analyst Intern,Meltwater Group,上海,200,0
11-20,"Business Analyst, AVP",美国道富,杭州,288000,420000
11-20,"Credit Risk Analyst, SRA",美国道富,杭州,180000,240000
11-20,Business Analyst 招应届生,美国道富,杭州,63600,75600
11-20,Senior Information Security Analyst-Account Manage,上海药明康德新药开发有限公司,上海,0,0
11-20,Sell-side equity research analyst 顶尖投行客户,易唯思商务咨询（上海）有限公司,上海,84000,180000
11-20,"Compensation & Benefits Analyst, AP",派克汉尼汾流体传动产品（上海）有...,上海,0,0
11-20,Korean-speaking Consultant/Analyst 韩语,柯莱恩（上海）管理咨询有限公司,上海,120000,360000
11-20,Customer Operations Analyst,世纪冠航国际货运代理（深圳）有限...,上海,108000,156000
11-20,Key Account Analyst,Meltwater Group,上海,18,0
11-20,2020 Campus – Planner-Buyer Analyst,戴尔（中国）有限公司,厦门,0,0
11-20,2020 Campus – Analyst Procurement,戴尔（中国）有限公司,上海,0,0
11-20,2020 Campus – Senior Analyst， Project/Program Management (Manufacturing),戴尔（中国）有限公司,上海,0,0
11-20,2020 Campus – Purchasing Analyst,戴尔（中国）有限公司,上海,0,0
11-20,分析师 Research Analyst,上海高力物业顾问有限公司,上海,96000,144000
11-20,"助理分析师/分析师, 估价部/(Asst)Analyst, Valuation",上海高力物业顾问有限公司,上海,96000,120000
11-19,Senior BI Business Analyst,NTT DATA（中国）有限公司,上海,180000,240000
11-19,IT Business Analyst,NTT DATA（中国）有限公司,沈阳,120000,180000
11-19,Business Analyst,NTT DATA（中国）有限公司,沈阳,120000,180000
11-19,Business Analyst,NTT DATA（中国）有限公司,沈阳,120000,240000
11-13,"业务分析专员, Business Analyst",汇丰环球客户服务(广东)有限公司,广州,120000,180000
11-08,Traded Risk Business Analyst 交易风险变革分析,汇丰环球客户服务(广东)有限公司,广州,240000,480000
11-20,Lead Application Analyst(SAP) / 主管系统分析师,摩恩（常熟）厨卫制品有限公司,常熟,0,0
11-20,Senior Financial Analyst ID48396,ECCO爱步中国,上海,0,0
11-20,Sr. Digital Requirement Analyst_C,博世（中国）投资有限公司,上海,0,0
11-20,SAP System and Control Analyst,嘉吉投资（中国）有限公司南京分公...,南京,0,0
11-20,Associate Credit Analyst信用分析员,嘉吉投资（中国）有限公司南京分公...,南京,0,0
11-20,Merchandising Analyst,潘多拉珠宝（上海）有限公司,上海,96000,216000
11-20,Clinical Data Manager,和铂医药（上海）有限责任公司,上海,180000,240000
11-20,Senior Packaging Analyst,太吉采购信息咨询（上海）有限公司...,深圳,144000,216000
11-20,Packaging Analyst,太吉采购信息咨询（上海）有限公司...,深圳,96000,156000
11-20,Treasury Analyst-500强（9个月合同）,北京外企德科人力资源服务上海有限...,上海,96000,120000
11-20,商业分析 Business Analyst,雅智捷（上海）商贸有限公司,上海,100000,150000
11-20,Sr. Financial Analyst,液化空气中国 Air Liquide China,上海,156000,204000
11-20,Senior Business Analyst资深财务分析,液化空气中国 Air Liquide China,上海,180000,240000
11-20,IT Business Analyst - Land Transportation,全球国际货运代理（中国）有限公司...,上海,180000,240000
11-20,Sr Analyst (高级研究员 - 数据处理方向）,仲量联行,广州,96000,180000
11-20,Sr Analyst (高级研究员-数据处理方向）,仲量联行,深圳,96000,180000
11-20,Sr Analyst (高级研究员 - GIS方向),仲量联行,深圳,96000,180000
11-20,Sr Analyst (高级研究员 - GIS方向）,仲量联行,广州,96000,180000
11-20,Analyst - 机械设备方向,仲量联行,北京,96000,120000
11-20,Analyst - 机械方向,仲量联行,北京,96000,120000
11-20,Analyst,仲量联行,北京,96000,120000
11-20,市场专员 Marketing Analyst,英斯特朗（上海）试验设备贸易有限...,上海,0,0
11-20,财务分析/Financial Analyst,凯西医药咨询（上海）有限公司,上海,120000,180000
11-20,"Supervisor/Senior Analyst, Origin Replenishment",Walmart Global Sourcing,上海,200000,300000
11-20,"Sr. Analyst, Master Planning - 高级主计划专员",沙伯基础创新塑料(中国)有限公司,广州,0,0
11-20,"Sr. Analyst, Logistics - 物流高级专员",沙伯基础创新塑料(中国)有限公司,上海,0,0
11-20,"Sr. Analyst, Logistics   物流高级专员",沙伯基础创新塑料(中国)有限公司,广州,0,0
11-20,"Analyst I, Origin Replenishment (2-yr contractor)",沃尔玛 Wal-Mart Stores Inc.(Glo...,深圳,96000,120000
11-20,Japanese-speaking Consultant/Analyst 日语,柯莱恩（上海）管理咨询有限公司,上海,120000,360000
11-20,Finance Analyst,马斯达（上海）企业管理咨询有限公...,上海,96000,120000
11-20,研究分析师(Research Analyst),上海璞锐公关策划咨询有限公司,上海,60000,180000
11-20,Sr Clinical Data Coordinator临床数据管理,艾昆纬医药科技（上海）有限公司,上海,84000,168000
11-20,Clinical Data Tead Lead 临床数据项目经理,艾昆纬医药科技（上海）有限公司,上海,170000,300000
11-20,采购分析 供应链分析 Sourcing Analyst Supply Chain,上海帝博企业管理咨询有限公司,上海,150000,250000
11-20,Sourcing analyst（精英猎头方向）,上海帝博企业管理咨询有限公司,上海,80000,100000
11-20,销售运营分析 销售运营专员 Sales Operation Analyst,上海帝博企业管理咨询有限公司,上海,100000,150000
11-20,"Systems Analyst, IT-总部岗位",上海帝博企业管理咨询有限公司,上海,300000,360000
11-20,Junior Equity Research Analyst,易唯思商务咨询（上海）有限公司,上海,0,0
11-20,Senior IBD Research Analyst,易唯思商务咨询（上海）有限公司,上海,0,0
11-20,（外资）专利分析师 - 通信/电子工程 Patent Analyst,易唯思商务咨询（上海）有限公司,上海,0,0
11-20,资深行业咨询顾问Senior Business Analyst,易唯思商务咨询（上海）有限公司,上海,0,0
11-20,Sourcing Analyst / 采购分析师,易唯思商务咨询（上海）有限公司,上海,0,0
11-20,Data Analytics Senior Manager,辉瑞制药有限公司,北京,360000,480000
11-20,Associate Reporting Analyst,辉瑞制药有限公司,北京,96000,144000
11-20,Senior Reporting Analyst,辉瑞制药有限公司,北京,2160000,3000000
11-20,生物测定高级分析师 Bioassay Senior Analyst,辉瑞制药有限公司,杭州,96000,180000
11-20,"Analyst, HRIS (contractor)",上海莫仕连接器有限公司,上海,0,0
11-20,Senior Risk Analyst 资深风险分析,上海莫仕连接器有限公司,上海,0,0
11-20,Legal Contracts Analyst,上海莫仕连接器有限公司,上海,0,0
11-20,Data Scientist - Modelling & Analytics,央视市场研究股份有限公司,上海,240000,480000
11-20,分析员/Analyst（北京快消组）,央视市场研究股份有限公司,北京,54000,72000
11-20,分析员/Analyst（上海快消组）,央视市场研究股份有限公司,上海,72000,84000
11-20,分析员/Analyst（广州快消组）,央视市场研究股份有限公司,广州,72000,84000
11-20,Business Analyst,北京埃顿酒店服务有限公司上海第二...,异地招聘,240000,300000
11-20,ERP Senior / System Analyst,Bureau Veritas 必维申美商品检测...,上海,240000,300000
11-20,Business Analyst,Bureau Veritas 必维申美商品检测...,上海,360000,480000
11-20,ERP Senior System Analyst Oracle JD Edwards,Bureau Veritas 必维申美商品检测...,上海,120000,180000
11-20,ERP Senior System Analyst Oracle JD Edwards,Bureau Veritas 必维申美商品检测...,深圳,120000,180000
11-20,数据分析师 Data Account Manager,上海埃特公关咨询有限公司,上海,120000,180000
11-20,Finance analyst (190408),矢崎（中国）投资有限公司,上海,72000,96000
11-20,业务分析员 Business Analyst,上海依视路光学有限公司,上海,100000,150000
11-20,Pricing Analyst,亨斯迈化工贸易（上海）有限公司,上海,240000,360000
11-20,资深业务分析/Senior Performance Analyst,亨斯迈化工贸易（上海）有限公司,上海,300000,312000
11-20,HRIS Business Analyst,艾默生科技资源（西安）有限公司,西安,60000,96000
11-20,HRIS Business Analyst,艾默生科技资源（西安）有限公司,西安,60000,108000
11-20,Data Scientist ID48192,Booking.com缤客,上海,0,0
11-20,Lead Analyst - Cash Operations 3274942,通用电气（中国）能源发展有限公司...,上海,0,0
11-20,Manufacturing Operations Finance Analyst 3348581,GE航空集团,异地招聘,0,0
11-20,Lead Project Control Analyst 3304118,GE发电集团,北京,0,0
11-20,Manufacturing Operations Finance Analyst 3330805,GE航空集团,异地招聘,0,0
11-20,Data Scientist 3373871,GE航空集团,上海,0,0
11-20,Lead Project Control Analyst,GE发电集团,北京,0,0
11-20,IT Analyst-Supply Chain,联合利华中国有限公司上海分公司,上海,180000,180000
11-20,HQ FP&A Analyst 3333838,GE医疗集团,上海,0,0
11-20,Chem Analyst 化学分析员3335681,GE医疗集团,上海,0,0
11-20,Chem Analyst（化学分析）3283817,GE医疗集团,上海,0,0
11-20,Manager/Sr. Manager-Data Analytics-RA_SH,PwC 普华永道,上海,0,0
11-20,Senior Associate/Manager-Risk Assurance-Data analytics_Shanghai,PwC 普华永道,上海,0,0
11-20,Business Financial Analyst - Japanese,Hewlett Packard Enterprise,大连,180000,220000
11-20,China and PA FP&A Analyst(72153822),ABB（中国）有限公司,上海,0,0
11-20,"Senior Analyst, Project/Program Management",戴尔（中国）有限公司,厦门,0,0
11-20,"Senior Analyst, Business Intelligence",戴尔（中国）有限公司,上海,0,0
11-20,"Senior Analyst, Business Intelligence",戴尔（中国）有限公司,厦门,0,0
11-20,RnP Merchant Lead Gen Analyst,美银宝网络信息服务（上海）有限公...,上海,480000,600000
11-20,Associate BRM Policy Analyst APAC,美银宝网络信息服务（上海）有限公...,上海,180000,240000
11-20,User&Customer Data Analytics Manager,飞利浦（中国）投资有限公司 Phil...,苏州,300000,360000
11-20,临床数据分析Data Manager,上海罗氏制药有限公司上海总部,异地招聘,96000,240000
11-19,统计分析编程经理 Statistic Analyst mgr/programming,缔脉生物医药科技（上海）有限公司...,上海,300000,420000
11-19,统计分析员/编程 Statistic Analyst/programming,缔脉生物医药科技（上海）有限公司...,上海,96000,192000
11-19,临床数据管理/Clinical Data Manager,缔脉生物医药科技（上海）有限公司...,上海,96000,192000
11-19,统计分析员/编程 Statistic Analyst/programming,缔脉生物医药科技（上海）有限公司...,武汉,84000,180000
11-19,Sr QA Analyst / QA分析,EA 艺电计算机软件（上海）有限公...,上海,0,0
11-19,(Sr.) IT System Analyst,佛山光寰贸易有限公司,异地招聘,120000,360000
11-19,(Sr.) IT System Analyst,佛山光寰贸易有限公司,异地招聘,120000,360000
11-19,Sr IT Infrastructure Analyst,佛山光寰贸易有限公司,佛山,180000,360000
11-19,Sr IT Infrastructure Analyst,佛山光寰贸易有限公司,异地招聘,180000,360000
11-19,Sr IT Infrastructure Analyst,佛山光寰贸易有限公司,异地招聘,180000,360000
11-19,Supply Chain Analyst Modeling and Optimization,赛诺菲中国,上海,0,0
11-19,Sales Operation Analyst,赛默飞世尔科技（中国）有限公司,上海,0,0
11-19,Clinical Data Management,爱恩康临床医学研究（北京）有限公...,上海,120000,180000
11-19,"Quantitative Data Analysis (Python, C++, SQL) , VP",美国道富,杭州,480000,600000
11-19,Reporting & Project Analyst,花旗银行（中国）有限公司,上海,18000,24000
11-19,KYC Analyst,花旗银行（中国）有限公司,上海,0,0
11-19,Information Security Regulatory Audit Analyst,花旗银行（中国）有限公司,上海,0,0
11-19,Clinical Data Associate I / II,盈帆达医药咨询（上海）有限公司,上海,96000,240000
11-19,BI Analyst - 商业智能分析师,美库尔商务信息咨询有限公司,上海,150000,200000
11-19,Ecommerce Data Analysis Manager(电商数字营销),上海点正互联网科技有限公司,上海,120000,240000
11-19,Financial Analyst(Contractor),空气化工产品（中国）投资有限公司...,上海,0,0
11-19,Business Analyst / 技术支持工程师,斯伦贝谢（中国）投资有限公司,上海,100000,250000
11-19,Sr.Business Analyst 高级商务分析专员,美国泰利福医疗Teleflex Medical,上海,150000,200000
11-19,Data Solution Consultant,Veeva Systems Inc,上海,300000,400000
11-19,"Analyst, HEOR/RWE",艾昆纬企业管理咨询（上海）有限公...,北京,120000,156000
11-19,"Analyst, MC/管理咨询分析师（春招）",艾昆纬企业管理咨询（上海）有限公...,北京,120000,156000
11-19,Senior Financial Analyst,艾昆纬企业管理咨询（上海）有限公...,上海,120000,180000
11-19,Agreement Pricing Analyst 定价分析师,泰科电子（上海）有限公司,上海,0,0
11-19,Senior FP&A Analyst,都福企业管理（上海）有限公司,上海,0,0
11-19,Prinicipal  IT Business Systems Analyst,美敦力中国,上海,0,0
11-19,Sales Analyst-Shanghai,美敦力中国,上海,0,0
11-19,Sr. Financial Analyst,库博标准 Cooper Standard Automo...,上海,180000,240000
11-19,Business Analyst-ERP Finance Module,高知特信息技术（上海）有限公司 ...,上海,230000,330000
11-18,核心产品事业部-National Business Analyst-上海,赛诺菲中国,上海,0,0
11-18,IT Analyst,信必优(深圳)信息技术有限公司,广州,180000,240000
11-18,Business Analyst,信必优(深圳)信息技术有限公司,广州,240000,360000
11-18,Business Analyst,携程旅行网国际业务,上海,180000,300000
11-18,校园招聘Database Production Analyst,美库尔商务信息咨询有限公司,异地招聘,72000,96000
11-18,校园招聘Database//ETL Quality Assurance Analyst,美库尔商务信息咨询有限公司,异地招聘,72000,96000
11-18,Game & Marketing Analyst 游戏&市场分析师,上海育碧电脑软件有限公司,上海,0,0
11-18,Financial Planning Analyst 财务计划分析师,上海育碧电脑软件有限公司,上海,0,0
11-18,Business Analyst 需求分析师,上海育碧电脑软件有限公司,上海,0,0
11-18,项目安全分析专员 Project Security Analyst,上海育碧电脑软件有限公司,上海,0,0
11-18,CMK Manager/Senior CMK Analyst,上海育碧电脑软件有限公司,上海,0,0
11-18,Business Intelligence Analyst,泰科电子（上海）有限公司,上海,0,0
11-18,Senior Procurement Project Analyst-105791BR,赛默飞世尔科技（中国）有限公司,上海,0,0
11-18,Senior Competitive Intelligence Analyst,上海药明生物技术有限公司,上海,180000,300000
11-18,Senior . Immunology CI analyst,上海药明生物技术有限公司,上海,180000,240000
11-18,Business Analyst/Consultant in Shanghai,英诺瑞新科技发展（大连）有限公司...,上海,180000,288000
11-18,"Sr. Analyst, HRIS",美国力特集团,苏州,0,0
11-18,Transportation Analyst,美国力特集团,苏州,54000,72000
11-18,Sourcing Analyst,弗思蒂商务咨询（深圳）有限公司,深圳,180000,240000
11-18,"System Analyst, SAP Basis",龙灯中国,异地招聘,0,0
11-18,"System Analyst, SAP Basis",龙灯中国,异地招聘,0,0
11-18,"System Analyst, SAP Basis",龙灯中国,昆山,0,0
11-18,Demand and Orders Analyst,卡特彼勒（徐州）有限公司,徐州,60000,84000
11-18,HR Analyst,安波福电气系统有限公司,上海,0,0
11-18,Financial Analyst,安波福中央电气（上海）有限公司,上海,0,0
11-18,Privacy Analyst Associated Manager,欧莱雅（中国）有限公司,上海,0,0
11-16,Financials行业分析师-Research Analyst,瑞银企业管理（中国）有限公司,北京,0,0
11-16,Property行业分析师-Research Analyst,瑞银企业管理（中国）有限公司,北京,0,0
11-16,Materials行业分析师-Research Analyst,瑞银企业管理（中国）有限公司,北京,0,0
11-16,Healthcare行业分析师-Research Analyst,瑞银企业管理（中国）有限公司,北京,0,0
11-16,MACRO行业分析师-Research Analyst,瑞银企业管理（中国）有限公司,北京,0,0
11-16,Consumer行业分析师-Research Analyst,瑞银企业管理（中国）有限公司,北京,0,0
11-15,高级分析师 Senior Analyst,艾华迪商务咨询（上海）有限公司,上海,180000,240000
11-15,高级分析师 Senior Analyst,艾华迪商务咨询（上海）有限公司,北京,180000,240000
11-15,分析师Analyst,艾华迪商务咨询（上海）有限公司,北京,96000,120000
11-15,"Analyst, Research (Beijing)",北京世邦魏理仕物业管理服务有限公...,北京,84000,108000
11-15,"Analyst, Investment Consulting (Beijing)",北京世邦魏理仕物业管理服务有限公...,北京,120000,144000
11-15,"Senior Analyst, Research 成都",北京世邦魏理仕物业管理服务有限公...,成都,96000,120000
11-15,Sales Analyst,北京世邦魏理仕物业管理服务有限公...,上海,120000,180000
11-15,资深分析员，战略顾问部 (Senior Analyst),北京世邦魏理仕物业管理服务有限公...,广州,120000,144000
11-14,Sr. Finance Analyst  FP&A高级财务分析员,不凡帝范梅勒糖果（中国）有限公司...,上海,120000,180000
11-14,Costing Analyst 报价分析员（contractor),威富（上海）采购咨询有限公司中山...,中山,108000,144000
11-14,Equity Research Analyst（股票分析师）,穆迪分析咨询服务（北京）有限公司...,北京,100000,150000
11-14,Sr Analyst Product Compliance,华尔特人才咨询（上海）有限公司,上海,208000,273000
11-13,Analyst - Financial Services Industry - Risk Advisory - Chongqing,德勤华永会计师事务所（特殊普通合...,重庆,0,0
11-13,Quantitative Analyst,威廉欧奈尔信息科技（上海）有限公...,上海,96000,180000
11-13,医疗器械分析师Analyst for Medical Devices,弗若斯特沙利文（北京）咨询有限公...,南京,84000,144000
11-13,医疗器械分析师Analyst for Medical Devices,弗若斯特沙利文（北京）咨询有限公...,北京,96000,120000
11-13,Investment Analyst,弗若斯特沙利文（北京）咨询有限公...,深圳,120000,240000
11-13,Investment Analyst,弗若斯特沙利文（北京）咨询有限公...,北京,120000,180000
11-13,Investment Research Analyst,弗若斯特沙利文（北京）咨询有限公...,上海,144000,216000
11-13,临床数据管理员 Data management Specialist,昆拓信诚医药研发（北京）有限公司...,上海,60000,120000
11-12,Business Analyst lead（日英双语）,甲骨文（中国）软件系统有限公司,北京,0,0
11-12,Operational Risk Analyst(J23006),捷信消费金融BTA,天津,96000,120000
11-12,（Sr）Analyst \ APM,上海集博投资管理咨询有限公司,上海,0,0
11-12,Johnson Controls Dalian Business Center Record to Report Senior Analyst (韩语总账),江森自控商务服务（大连）有限公司...,大连,60000,180000
11-12,Johnson Controls Dalian Business Center Order to Cash Senior Analyst (韩语应收),江森自控商务服务（大连）有限公司...,大连,60000,180000
11-12,Johnson Controls Dalian Business Center Order to Cash Analyst (韩语应收),江森自控商务服务（大连）有限公司...,大连,60000,180000
11-12,Johnson Controls Dalian Business Center Billing Analyst (英语应收专员),江森自控商务服务（大连）有限公司...,大连,60000,120000
11-12,Johnson Controls Dalian Business Center Reporting Analyst (英语总账专员),江森自控商务服务（大连）有限公司...,大连,60000,180000
11-12,"Sr. Analyst, Procurement ID49973",COACH SHANGHAI LIMITED 蔻驰贸易...,上海,0,0
11-11,(ID215756) Sr Analyst Master Planning,上海任仕达人才服务有限公司,上海,120000,240000
11-11,Clinical Data Manager临床数据管理-Outsource,上海康德弘翼医学临床研究有限公司...,上海,72000,96000
11-11,"Data Science Manager, Consumer Insight ID49329",广州尼尔森市场研究有限公司,上海,240000,300000
11-11,"Senior Research Analyst, Innovation ID49204",广州尼尔森市场研究有限公司,北京,0,0
11-11,Front End Operation in Big Data team ID47906,广州尼尔森市场研究有限公司,上海,0,0
11-11,Service Sales Operation Analyst,赛默飞世尔科技（中国）有限公司,上海,0,0
11-11,Logistics Analyst,卡特彼勒（徐州）有限公司,徐州,60000,84000
11-11,财务分析 Financial Analyst,家乐福（中国）管理咨询服务有限公...,上海,72000,120000
11-11,电商数据分析EC Data Analysis,家乐福（中国）管理咨询服务有限公...,上海,0,0
11-09,Payroll Analyst,亚马逊中国,北京,72000,96000
11-08,"(ID215755) Senior Analyst, Logistics",上海任仕达人才服务有限公司,上海,120000,240000
11-08,Clinical Data Coordinator/数据管理,湃朗瑞医药科技（北京）有限公司,异地招聘,72000,240000
11-08,Data Manager-Japanese临床数据管理员-日语方向,上海康德弘翼医学临床研究有限公司...,上海,72000,96000
11-07,HRIS Business Analyst,艾默生科技资源(西安)有限公司,西安,0,0
11-07,Data Manager-Japanese临床数据管理-日语方向(J10168),上海康德弘翼医学临床研究有限公司...,上海,90000,96000
11-07,Data Manager-上海,上海康德弘翼医学临床研究有限公司...,上海,0,0
11-07,Data Manager-北京,上海康德弘翼医学临床研究有限公司...,北京,96000,180000
11-07,Data Manager-武汉,上海康德弘翼医学临床研究有限公司...,武汉,96000,180000
11-07,Data Manager -成都,上海康德弘翼医学临床研究有限公司...,成都,96000,180000
11-07,Safety Data Management Specialist-药物安全数据管理,上海康德弘翼医学临床研究有限公司...,武汉,54000,72000
11-06,Senior Business Analyst,马恒达（北京）信息技术服务有限公...,大连,120000,180000
11-05,Financial analyst(J23024),捷信消费金融AH,天津,96000,120000
11-05,Underwriting R&D Analyst(J23023),捷信消费金融AH,天津,96000,120000
11-05,SFE Analyst,隐适美中国 Invisalign,上海,0,0
11-05,Sales Operation Analyst-知名在线交易平台,上海合杰人才服务有限公司,上海,120000,180000
11-04,Collection System Analyst(J22835),捷信消费金融AH,天津,96000,120000
11-04,Business Analyst - CRM-104158BR,赛默飞世尔科技（中国）有限公司,上海,0,0
11-03,(ID215534) Technical Analyst Beijing,上海任仕达人才服务有限公司,北京,240000,360000
10-30,Senior Financial Analyst,通力电梯有限公司,上海,180000,240000
10-30,Financial Analyst-500强药企,北京外企德科人力资源服务上海有限...,上海,120000,180000
10-30,Sr. Statistical Analyst,美库尔商务信息咨询有限公司,上海,96000,300000
10-30,Treasury Analyst 资金专员,哈曼（中国）投资有限公司,上海,120000,180000
10-30,Coding Data Mining Specialist-500强知名药企,北京外企德科人力资源服务上海有限...,北京,120000,180000
10-29,"Analyst, SC Logistics, GSC Solids(第三方派遣）",沙伯基础(上海)商贸有限公司,上海,0,0
10-29,日语技术支持 Japanese Analyst/Helpdesk,HCL Technologies (Shanghai) Lim...,上海,96000,144000
10-28,CRM Business Analyst,百邦国际贸易（上海）有限公司,上海,200000,300000
10-28,Data Management Manager / 数据管理经理,苏州亚盛药业有限公司,上海,120000,180000
10-28,Data Management Specialist 数据管理专员,苏州亚盛药业有限公司,异地招聘,96000,120000
10-28,Data Management Specialist 数据管理专员,苏州亚盛药业有限公司,上海,96000,120000
10-28,Data Management Specialist 数据管理专员,苏州亚盛药业有限公司,异地招聘,96000,120000
10-25,FP&A Analyst/Manager,NIO蔚来,上海,300000,420000
10-25,Johnson Controls DBC Procurement Operation Analyst,江森自控商务服务（大连）有限公司...,大连,48000,84000
10-24,Data Analytical program manager,安朗杰安防技术（中国）有限公司,上海,0,0
10-24,COE Business System Analyst--BI 工程师,美银宝网络信息服务（上海）有限公...,上海,192000,252000
10-23,数据科学家 Data Scientist（北京）,艾昆纬医药科技（上海）有限公司,北京,0,0
10-23,助理临床数据协调员 Associate Clinical Data Coordinator,艾昆纬医药科技（上海）有限公司,大连,0,0
10-22,社交媒体初级分析师Social Media Junior Analyst,瀚与翼（上海）商务咨询有限公司,上海,72000,108000
10-22,"Analyst, Quality Control",康日百奥生物科技（苏州）有限公司...,苏州,96000,120000
10-21,XCL UW Senior analyst(J22931),捷信消费金融AH,天津,108000,180000
10-21,Settlement Analyst,嘉吉投资（中国）有限公司 Cargil...,上海,0,0
10-20,"Research Analyst, Health and Wellbeing",英敏特信息咨询（上海）有限公司,广州,96000,156000
10-20,"(Senior) Research Analyst, Beauty and PersonalCare",英敏特信息咨询（上海）有限公司,广州,120000,180000
10-18,Business Analyst - Land Transportation - IT,全球国际货运代理（中国）有限公司...,上海,120000,180000
10-18,business analyst,亚马逊中国,深圳,0,0
10-18,核心产品事业部-National Business Analyst-上海,赛诺菲中国,上海,0,0
10-18,Bioinformatics Data Scientist(J12038),上海药明奥测医疗科技有限公司,异地招聘,0,0
10-17,TPU Process Analyst  (日语职位）,花旗金融信息服务（中国）有限公司...,大连,36000,54000
10-17,Ops Support Analyst (韩英双语),花旗金融信息服务（中国）有限公司...,大连,0,0
10-17,Ops Support Analyst(日英双语),花旗金融信息服务（中国）有限公司...,大连,72000,96000
10-15,Financial Analyst(J22902),捷信消费金融AH,天津,96000,120000
10-15,IT Business Analyst(校招)(J22897),捷信消费金融BTA,天津,120000,180000
10-15,Production Analyst,东莞凯劲威利科技有限公司,异地招聘,180000,360000
10-15,Production Analyst,东莞凯劲威利科技有限公司,异地招聘,180000,360000
10-15,Production Analyst,东莞凯劲威利科技有限公司,异地招聘,180000,360000
